Date,Open,High,Low,Close,Volume,Return,Log_Return,Price_Change,Price_Change_Percent,Range,Body,Body_Percent,Upper_Shadow,Lower_Shadow,Candle_Color,Gap,Gap_Percent,Volatility_5,Volatility_10,Volatility_20,HL_Ratio,Close_Position,RSI,RSI_overbought,RSI_oversold,MACD,MACD_signal,MACD_histogram,MACD_crossover,BB_upper,BB_middle,BB_lower,BB_width,BB_position,ATR,ATR_percent,Stoch_K,Stoch_D,CCI,Williams_R,Momentum_10,ROC_10,SMA_7,EMA_7,Close_vs_SMA_7,SMA_14,EMA_14,Close_vs_SMA_14,SMA_21,EMA_21,Close_vs_SMA_21,SMA_50,EMA_50,Close_vs_SMA_50,SMA_100,EMA_100,Close_vs_SMA_100,SMA_200,EMA_200,Close_vs_SMA_200,MA_7_21_crossover,MA_50_200_crossover,Close_lag_1,Return_lag_1,Close_lag_2,Return_lag_2,Close_lag_3,Return_lag_3,Close_lag_5,Return_lag_5,Close_lag_7,Return_lag_7,Close_lag_14,Return_lag_14,Close_lag_21,Return_lag_21,RSI_lag_1,RSI_lag_3,RSI_lag_5,Cumulative_Return_3,Cumulative_Return_5,Cumulative_Return_10,Cumulative_Return_20,Rolling_Mean_5,Rolling_Std_5,Rolling_Min_5,Rolling_Max_5,Rolling_Mean_10,Rolling_Std_10,Rolling_Min_10,Rolling_Max_10,Rolling_Mean_20,Rolling_Std_20,Rolling_Min_20,Rolling_Max_20,Day_of_Week,Day_of_Month,Month,Quarter,Year,Week_of_Year,Is_Monday,Is_Friday,Is_Month_Start,Is_Month_End,Is_Quarter_Start,Is_Quarter_End,Day_sin,Day_cos,Month_sin,Month_cos,Target_Direction,Target_Return,Target_Close,Target_Direction_Multi
2020-10-06,1.178828239440918,1.1807351112365725,1.1767336130142212,1.1792453527450562,0,0.006143927966141716,0.006125130992924238,0.0004171133041381836,0.03538372174864149,0.004001498222351296,0.0004171133041381836,0.10423928262876653,0.0014897584915163353,0.0020946264266967773,1,0.006783843040466309,0.5788042723723307,0.003773131721477789,0.004017444064032596,0.003683133771442146,1.0034005132326436,0.6276998242320979,45.41014473218652,0,0,-0.0017099487151583936,-0.001661355668942627,-4.859304621576666e-05,-1,1.1907279169334914,1.1765182077884675,1.1623084986434435,0.024155527812415787,0.5959606185023029,0.008756858961922813,0.7425815960638328,68.96532718479155,51.46186084327663,24.239512222195795,-31.034672815208456,0.0024453401565551758,0.20779572827981035,1.1720022133418493,1.1740222128149267,0.6180141403106854,1.1738963893481664,1.174741312779629,0.45565890187804214,1.1767874729065668,1.1758270224712157,0.208863528468628,1.1805262804031371,1.172009587675492,-0.10850479818573788,1.153744282722473,1.1572577587760113,2.21028787786568,1.1257774066925048,1.1403987603794103,4.749424329773877,-1,1,1.1720443964004517,-0.0020861974904528013,1.1744946241378784,0.0016089994172752142,1.1726078987121582,-0.001360210502676873,1.167883276939392,0.003737229825137023,1.1673243045806885,0.001260749603063438,1.1844412088394165,-0.0021557096226498818,1.183445930480957,-0.00044976148142794603,35.6083392410989,40.580832482393035,40.79973508535347,0.005660420708565539,0.009728776864962096,0.0020779572827980264,-0.00247630683495792,1.1745194673538208,0.0028378482074721836,1.1720443964004517,1.1792453527450562,1.1708031058311463,0.00470478603968809,1.1635348796844482,1.1792453527450562,1.1765182077884675,0.007104854572511964,1.1635348796844482,1.187000036239624,1,6,10,4,2020,41,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0.0046699016051396924,1.1737639904022217,2
2020-10-07,1.173736572265625,1.178139328956604,1.172540545463562,1.1737639904022217,0,-0.004648194991886068,-0.0046590314432261234,2.7418136596679688e-05,0.0023359702035828504,0.005598783493041992,2.7418136596679688e-05,0.004897159647404506,0.004375338554382324,0.0011960268020629883,1,-0.005508780479431152,-0.46714455703452823,0.0041267872127704695,0.003957961983232787,0.0037014293286398926,1.0047749167520927,0.2185197802665758,44.32545890750311,0,0,-0.0016320038331967268,-0.001655485301793447,2.348146859672013e-05,1,1.190615160748685,1.1763551831245422,1.1620952055003995,0.0242443401936931,0.40914457264177073,0.008501665932791605,0.7243079530731115,47.84609660988146,52.167457804187165,-17.392119277288117,-52.15390339011854,0.0029271841049194336,0.2500078652443861,1.1734635148729597,1.1739576572117505,0.025605868904632345,1.17342632157462,1.174611003129308,0.028776312700107276,1.1763870545795985,1.1756394741013072,-0.22297628719777363,1.1805639696121215,1.1720783877824226,-0.5759941337303398,1.1545541548728944,1.1575846148478175,1.663831484062528,1.126035813689232,1.1407307527179458,4.2386020171612415,-1,1,1.1792453527450562,0.006143927966141716,1.1720443964004517,-0.0020861974904528013,1.1744946241378784,0.0016089994172752142,1.1742050647735596,0.005413030530529328,1.1635348796844482,-0.0032462486057818207,1.1803449392318726,-0.003458398421950948,1.182172775268555,-0.0010758034478893785,45.41014473218652,40.640361487026254,43.86064715787587,-0.0006220835077836995,-0.0003756365770939407,0.002500078652443838,-0.0027701150857180057,1.1744312524795533,0.002856856529313512,1.1720443964004517,1.1792453527450562,1.1710958242416383,0.0047972673489602565,1.1635348796844482,1.1792453527450562,1.1763551831245422,0.007129988812071353,1.1635348796844482,1.187000036239624,2,7,10,4,2020,41,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,1,-0.002535336627808804,1.176747441291809,-2
2020-10-08,1.1765536069869995,1.178133845329285,1.173529863357544,1.176747441291809,0,0.0025417808980194856,0.002538556036391257,0.0001938343048095703,0.016474753352374204,0.004603981971740945,0.0001938343048095703,0.04210144739908137,0.001386404037475808,0.0030237436294555664,1,0.002789616584777832,0.2376641818617979,0.004189873119957589,0.003670162310992704,0.003679209634416406,1.0039231911479174,0.6988684912353046,42.85545478715553,0,0,-0.0013143414890921523,-0.001587256539253188,0.0002729150501610358,1,1.190280136971862,1.1761606752872467,1.1620412136026312,0.02400940956671096,0.5207786251936843,0.008348013673509918,0.7094142192776421,59.341083313047434,58.71750236924015,1.0702105859914761,-40.658916686952566,0.01089298725128196,0.9343350890439108,1.174729824066162,1.1746551032317651,0.1717515963511662,1.1728497062410628,1.1748958615509748,0.3323303088200724,1.1763738620848883,1.1757401983913527,0.0317568435479032,1.1805331873893739,1.1722614879200457,-0.32068103955099625,1.1553386533260346,1.1579640767575994,1.8530313950928523,1.1263091379404069,1.141089127728631,4.478193566256139,-1,1,1.1737639904022217,-0.004648194991886068,1.1792453527450562,0.006143927966141716,1.1720443964004517,-0.0020861974904528013,1.1726078987121582,-0.001360210502676873,1.167883276939392,0.003737229825137023,1.1848200559616089,0.0037913635082373887,1.177024483680725,-0.004354940069280722,44.32545890750311,35.6083392410989,40.580832482393035,0.004012684933950794,0.003530201855366233,0.009343350890439028,-0.003294962613740293,1.1752591609954834,0.0027955082729049234,1.1720443964004517,1.1792453527450562,1.1721851229667664,0.004710827513147377,1.1635348796844482,1.1792453527450562,1.1761606752872467,0.0070597308423076925,1.1635348796844482,1.187000036239624,3,8,10,4,2020,41,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,4.0016703681367005e-05,1.1767003536224363,0
2020-10-09,1.1767059564590454,1.1824523210525513,1.1758756637573242,1.1767003536224363,0,-4.0015102408919034e-05,-4.001590303448758e-05,-5.602836609108763e-06,-0.0004761458526112056,0.006576657295227051,5.602836609108763e-06,0.0008519277130610061,0.005746364593505859,0.0008246898651120826,0,-4.1484832763671875e-05,-0.0035253811742416608,0.004166456057932347,0.003680429215125873,0.0036580912035494555,1.005592986995081,0.12539650890895498,43.02267450727843,0,0,-0.0010542387658936114,-0.001480652984581273,0.00042641421868766147,1,1.1896859684287735,1.1758737683296203,1.1620615682304671,0.02349265792156247,0.529922289240027,0.00781548874718807,0.664186827438976,72.74786223411961,59.97834738568284,31.541143539093802,-27.252137765880388,0.009376049041747825,0.8032085860763236,1.175086293901716,1.175166415829433,0.1373566970440221,1.1722887754440308,1.1751364604938364,0.37632179637090424,1.1761863742555891,1.1758274852305421,0.04369880302110829,1.1803226852416993,1.1724355610848454,-0.3068933321840883,1.156152753829956,1.1583350921410616,1.7772391861207604,1.1266069209575653,1.1414434682847883,4.4463984494515385,-1,1,1.176747441291809,0.0025417808980194856,1.1737639904022217,-0.004648194991886068,1.1792453527450562,0.006143927966141716,1.1744946241378784,0.0016089994172752142,1.1742050647735596,0.005413030530529328,1.1845533847808838,-0.00022507314877340256,1.1806375980377195,0.0030697019536038983,42.85545478715553,45.41014473218652,40.640361487026254,-0.0021581591283744705,0.0018780243342340075,0.008032085860763205,-0.004852801382557059,1.1757003068923948,0.0028186405005363583,1.1720443964004517,1.1792453527450562,1.173122727870941,0.004566737051231131,1.1635348796844482,1.1792453527450562,1.1758737683296203,0.006906100049576583,1.1635348796844482,1.187000036239624,4,9,10,4,2020,41,0,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,1,-0.004217324411564638,1.181683897972107,-2
2020-10-12,1.1813349723815918,1.182732105255127,1.1788004636764526,1.181683897972107,0,0.004235185563027155,0.0042262424063774584,0.0003489255905151367,0.02953654963855821,0.003931641578674316,0.0003489255905151367,0.08874806706891847,0.0010482072830200195,0.00253450870513916,1,0.0046346187591554955,0.39386567233433406,0.0041891883869656235,0.0035220780533296043,0.003774514318357188,1.0033352901528494,0.7333919529426033,54.56390627332409,0,0,-0.0004408927666517126,-0.001272700940995361,0.0008318081743436483,1,1.1892706475761015,1.175744318962097,1.1622179903480927,0.023008962741057366,0.719556214384011,0.007159973893846848,0.6059127915793819,95.09868952792905,75.7292116916987,70.51315595683808,-4.901310472070947,0.01814901828765869,1.5598172950845033,1.1763828652245658,1.1767957863651015,0.45062138392581996,1.1726376244000025,1.1760094521576059,0.7714466416454124,1.1761504411697388,1.1763598863888662,0.4704718553576237,1.1803917431831359,1.1727982409627773,0.10946830121723039,1.157061791419983,1.1587974447317753,2.12798544854782,1.1269343602657318,1.1418438705702343,4.858272108542794,1,1,1.1767003536224363,-4.0015102408919034e-05,1.176747441291809,0.0025417808980194856,1.1737639904022217,-0.004648194991886068,1.1720443964004517,-0.0020861974904528013,1.1726078987121582,-0.001360210502676873,1.176800012588501,-0.006545397017979959,1.1824384927749634,0.001525357772983904,43.02267450727843,44.32545890750311,35.6083392410989,0.006747444660635038,0.008224519140452191,0.01559817295084498,-0.002186140865463315,1.1776282072067261,0.002984653231916938,1.1737639904022217,1.181683897972107,1.174937629699707,0.0038890715805685937,1.167883276939392,1.181683897972107,1.175744318962097,0.0067631643070021775,1.1635348796844482,1.187000036239624,0,12,10,4,2020,42,1,0,0,0,0,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,5.91196797206095e-05,1.1816140413284302,0
2020-10-13,1.1814186573028564,1.1814186573028564,1.1735711097717283,1.1816140413284302,0,-5.911618479070846e-05,-5.911793222122852e-05,0.00019538402557373047,0.01653808532360462,0.007847547531128152,0.00019538402557373047,0.024897463162691078,-0.00019538402557373047,0.007847547531128152,1,-0.0002652406692504883,-0.02244599166542499,0.0033609660682415404,0.003464806147810466,0.003732001983899332,1.006686895634858,1.024897463162691,61.317726589884614,0,0,3.910077988722449e-05,-0.0010103405968188439,0.0010494413767060684,1,1.1882514733790621,1.1754750192165375,1.162698565054013,0.021738367814979506,0.7402474909626882,0.007003290312630869,0.5926884809829627,94.77204697855642,87.53953291353503,52.19319981033939,-5.227953021443581,0.013730764389038086,1.175696635114217,1.177399924823216,1.1780003501059337,0.35791717124891154,1.173407426902226,1.176756730713716,0.69938320126961,1.1760238295509702,1.1768375368379174,0.47534851224864116,1.1804973793029785,1.1731439586241754,0.0945925035522821,1.157974934577942,1.1592492585257683,2.0414178273300942,1.1272434329986571,1.1422395936623557,4.823324469066814,1,1,1.181683897972107,0.004235185563027155,1.1767003536224363,-4.0015102408919034e-05,1.176747441291809,0.0025417808980194856,1.1792453527450562,0.006143927966141716,1.1744946241378784,0.0016089994172752142,1.1708368062973022,-0.005067306447492315,1.1842728853225708,0.0015513640318849387,54.56390627332409,42.85545478715553,45.41014473218652,0.004135636811989807,0.002008647799934149,0.011756966351142095,-0.004537485043603295,1.178101944923401,0.0034562333721757693,1.1737639904022217,1.181683897972107,1.1763107061386109,0.0035289452331562347,1.1720443964004517,1.181683897972107,1.1754750192165375,0.006388227081262306,1.1635348796844482,1.1848200559616089,1,13,10,4,2020,42,0,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0.006297929901354804,1.1742188930511477,2
2020-10-14,1.1743981838226318,1.177024483680725,1.1721680164337158,1.1742188930511477,0,-0.006258514217526101,-0.006278180816362914,-0.00017929077148415296,-0.015266608374730855,0.004856467247009277,0.00017929077148415296,0.03691794103925323,0.0026262998580932617,0.0020508766174318627,0,-0.00721585750579834,-0.6106780432031689,0.00398548544774127,0.003825583171095039,0.003950335257833723,1.0041431494281723,0.4222980436437287,58.360261176246674,0,0,-0.00017520785140967554,-0.0008433140477370103,0.0006681061963273347,1,1.18702811731239,1.174963903427124,1.162899689541858,0.020535463004569297,0.4691231279940181,0.007115840911865298,0.6060063378281326,60.19308699505681,83.35460783384742,-2.128828169218286,-39.80691300494319,1.382827758811267e-05,0.0011776714309079729,1.1777105672018868,1.1770549858422372,-0.2964798183848316,1.174004886831556,1.1764183523587068,0.018228733286562715,1.1754152036848522,1.1765994783118474,-0.10177770629086202,1.1803508710861206,1.1731861129154293,-0.5195046816316995,1.158735352754593,1.1595456869322114,1.3362447481857442,1.1275371581315994,1.1425577956463238,4.140150467138737,1,1,1.1816140413284302,-5.911618479070846e-05,1.181683897972107,0.004235185563027155,1.1767003536224363,-4.0015102408919034e-05,1.1737639904022217,-0.004648194991886068,1.1720443964004517,-0.0020861974904528013,1.1658544540405271,-0.004255377205412136,1.187000036239624,0.0023028061782486287,61.317726589884614,43.02267450727843,44.32545890750311,-0.0021088296299474063,0.0003875588726913737,1.1776714309075231e-05,-0.008630496568322932,1.178192925453186,0.0033166644246349426,1.1742188930511477,1.181683897972107,1.1763120889663696,0.0035280310442084317,1.1720443964004517,1.181683897972107,1.174963903427124,0.006032106942633014,1.1635348796844482,1.1848200559616089,2,14,10,4,2020,42,0,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,1,-0.0001526660837473104,1.1743981838226318,0
2020-10-15,1.17475688457489,1.1760554313659668,1.1690163612365725,1.1743981838226318,0,0.0001526893942391805,0.00015267773840009084,-0.00035870075225807874,-0.0305340412955215,0.007039070129394309,0.00035870075225807874,0.05095854220292359,0.0012985467910768822,0.005381822586059348,0,0.0005379915237422317,0.0458169704921276,0.003753605191850909,0.003795268110724941,0.003886443827562308,1.006021361516231,0.7645644221650109,57.25757924141541,0,0,-0.00032681440582416066,-0.0007400141193544404,0.00041319971353027973,1,1.1864625173843917,1.174666565656662,1.1628706139289322,0.020083914997845478,0.4886239855746782,0.007106840610504198,0.605147445593933,60.43263190065993,71.79925529142439,-18.68253058795799,-39.56736809934007,0.0017902851104736328,0.1526755117750658,1.1770181144986833,1.1763907853373359,-0.22259051443463962,1.1745101639202662,1.176148996553897,-0.009534195707650017,1.1749369643983387,1.1763993606310097,-0.045856126075904946,1.1800931978225708,1.1732336451078687,-0.4825901895246121,1.159462479352951,1.1598397957815265,1.2881576364606184,1.127852543592453,1.1428746154291727,4.126926032539768,1,1,1.1742188930511477,-0.006258514217526101,1.1816140413284302,-5.911618479070846e-05,1.181683897972107,0.004235185563027155,1.176747441291809,0.0025417808980194856,1.1792453527450562,0.006143927966141716,1.1673243045806885,0.001260749603063438,1.1844412088394165,-0.0021557096226498818,58.360261176246674,54.56390627332409,42.85545478715553,-0.006165535607261963,-0.001996399045999464,0.0015267551177506888,-0.005038150469057534,1.1777230739593505,0.0037151005731046573,1.1742188930511477,1.181683897972107,1.176491117477417,0.0033606302785545764,1.1720443964004517,1.181683897972107,1.174666565656662,0.00589797586386483,1.1635348796844482,1.1848200559616089,3,15,10,4,2020,42,0,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0.003147447583949692,1.1707134246826172,2
2020-10-16,1.1705764532089231,1.1746740341186523,1.169494867324829,1.1707134246826172,0,-0.003137572239784059,-0.0031425047396492416,0.0001369714736940697,0.0117011984410405,0.005179166793823242,0.0001369714736940697,0.026446623394601635,0.003960609436035156,0.0010815858840940162,1,-0.003821730613708718,-0.3254203443391829,0.003931965263244093,0.0038894294622765246,0.0038158538035971915,1.0044285502557786,0.23528057818901624,57.380814637590206,0,0,-0.0007358109891890674,-0.0007391734933213658,3.362504132298433e-06,1,1.184853243451676,1.1739612340927124,1.1630692247337486,0.018555994938591888,0.3509086201150598,0.007027098110743979,0.6002406705679522,25.234337921214998,48.620018938977246,-36.14266926101391,-74.765662078785,-0.0037811994552612305,-0.32194267879572186,1.1765823193958826,1.1749714451736561,-0.49880867802593043,1.1750229171344213,1.1754242536377264,-0.3667581618164384,1.1744783208483742,1.175882457362974,-0.32055901747403137,1.1797544980049133,1.1731348129343293,-0.7663520959305892,1.1600905084609985,1.1600551151657066,0.9156971929467295,1.128150554895401,1.1431516185063215,3.7728005010078336,1,1,1.1743981838226318,0.0001526893942391805,1.1742188930511477,-0.006258514217526101,1.1816140413284302,-5.911618479070846e-05,1.1767003536224363,-4.0015102408919034e-05,1.1737639904022217,-0.004648194991886068,1.1635348796844482,-0.0032462486057818207,1.1803449392318726,-0.003458398421950948,57.25757924141541,61.317726589884614,43.02267450727843,-0.009225192207057753,-0.005087895929824948,-0.003219426787957169,-0.011906138158289892,1.1765256881713868,0.004902255897602547,1.1707134246826172,1.181683897972107,1.176112997531891,0.0037948872661699848,1.1707134246826172,1.181683897972107,1.1739612340927124,0.005446004679481878,1.1635348796844482,1.1845533847808838,4,16,10,4,2020,42,0,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,1,-0.000714207582159343,1.171550154685974,0
2020-10-19,1.1715638637542725,1.179523468017578,1.1704941987991333,1.171550154685974,0,0.0007147180392019781,0.00071446274989687,-1.3709068298561888e-05,-0.001170151173375323,0.009029269218444602,1.3709068298561888e-05,0.0015182921194284024,0.007959604263305442,0.0010559558868405983,0,0.0008504390716552734,0.0726428051242198,0.00294961629333555,0.0038483906546672763,0.0038263791487607563,1.007714065757616,0.11694810081457502,54.063644386199236,0,0,-0.0009811169047861945,-0.0007875621756143316,-0.00019355472917186294,-1,1.1830301349259913,1.173311072587967,1.1635920102499426,0.01656689784165599,0.40940906433413105,0.006912844521658793,0.5900596311654907,20.839029824292084,35.50199988205568,12.177666196394497,-79.16097017570792,-0.0004942417144777611,-0.0421691973440308,1.1758398498807634,1.1741161225517356,-0.3648196814578508,1.1752848369734628,1.174907707110826,-0.3177682694440409,1.1738464207876296,1.175488611665065,-0.1956189550005094,1.1796200466156006,1.1730726694736096,-0.6841094259782854,1.1606874859333038,1.1602827397106623,0.9358823011635486,1.1284499710798264,1.1434341910056216,3.8194146582240185,1,1,1.1707134246826172,-0.003137572239784059,1.1743981838226318,0.0001526893942391805,1.1742188930511477,-0.006258514217526101,1.181683897972107,0.004235185563027155,1.176747441291809,0.0025417808980194856,1.167883276939392,0.003737229825137023,1.1848200559616089,0.0037913635082373887,57.380814637590206,58.360261176246674,54.56390627332409,-0.0022727775723648813,-0.008575680267390973,-0.00042169197344033016,-0.010977327203632314,1.17449893951416,0.004293562217456846,1.1707134246826172,1.1816140413284302,1.1760635733604432,0.003856482514315724,1.1707134246826172,1.181683897972107,1.173311072587967,0.004859531169012183,1.1635348796844482,1.181683897972107,0,19,10,4,2020,43,1,0,0,0,0,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,1,-0.004533835877369885,1.176885962486267,-2
