Date,Open,High,Low,Close,Volume
2024-01-04 00:00:00+00:00,0.8492199778556824,0.8505899906158447,0.8482099771499634,0.8486800193786621,0
2024-01-04 04:00:00+00:00,0.8486400246620178,0.8501200079917908,0.8476799726486206,0.8482999801635742,0
2024-01-04 08:00:00+00:00,0.8482800126075745,0.8511999845504761,0.8477299809455872,0.8505799770355225,0
2024-01-04 12:00:00+00:00,0.8505899906158447,0.8528800010681152,0.848580002784729,0.8496699929237366,0
2024-01-04 16:00:00+00:00,0.8496599793434143,0.8520500063896179,0.8492299914360046,0.8510000109672546,0
2024-01-04 20:00:00+00:00,0.8509799838066101,0.8515200018882751,0.8486199975013733,0.8501999974250793,0
2024-01-05 00:00:00+00:00,0.8501999974250793,0.850629985332489,0.8486800193786621,0.8505300283432007,0
2024-01-05 04:00:00+00:00,0.8505399823188782,0.8523100018501282,0.8503599762916565,0.8516499996185303,0
2024-01-05 08:00:00+00:00,0.8515999913215637,0.8538600206375122,0.8511199951171875,0.8532299995422363,0
2024-01-05 12:00:00+00:00,0.8532000184059143,0.8577100038528442,0.8454800248146057,0.8472099900245667,0
2024-01-05 16:00:00+00:00,0.8471900224685669,0.850570023059845,0.8466200232505798,0.8495399951934814,0
2024-01-05 20:00:00+00:00,0.8495699763298035,0.8507300019264221,0.8492900133132935,0.849399983882904,0
2024-01-08 00:00:00+00:00,0.8507300019264221,0.8519499897956848,0.8497499823570251,0.8518499732017517,0
2024-01-08 04:00:00+00:00,0.851859986782074,0.8521000146865845,0.8486599922180176,0.8500999808311462,0
2024-01-08 08:00:00+00:00,0.8500999808311462,0.8520600199699402,0.8497700095176697,0.8514000177383423,0
2024-01-08 12:00:00+00:00,0.8513699769973755,0.8517400026321411,0.8461300134658813,0.8463199734687805,0
2024-01-08 16:00:00+00:00,0.846340000629425,0.8481000065803528,0.845990002155304,0.8470399975776672,0
2024-01-08 20:00:00+00:00,0.8470100164413452,0.848330020904541,0.8467000126838684,0.8479999899864197,0
2024-01-09 00:00:00+00:00,0.8480299711227417,0.8481000065803528,0.8463900089263916,0.8469300270080566,0
